,Unnamed: 0,absoluteYardlineNumber,coverage_type,defender,defender_num,defendersInTheBox,defense,down,epa,gameClock,gameDate,gameId,gameTimeEastern,gsis_play_id,homeTeamAbbr,isDefensivePI,numberOfPassRushers,offense,offenseFormation,offensePlayResult,passResult,pass_breakup,pass_coverage,pass_pattern_basic,pass_pattern_by_player,pass_receiver_target,pbu,penaltyCodes,penaltyJerseyNumbers,personnelD,personnelO,playDescription,playId,playResult,playType,poss_team_fixed,possessionTeam,preSnapHomeScore,preSnapVisitorScore,press_players,quarter,receiver,receiver_num,route,route_name,targeted,typeDropback,visitorTeamAbbr,week,yardlineNumber,yardlineSide,yardsToGo
1,3095.0,13.0,MAN,NO 23,23.0,7.0,NO,3.0,-2.16442995100955,11:31:00,09/09/2018,2018090906.0,13:00:00,2501.0,NO,0.0,6.0,TB,EMPTY,0.0,I,,0b,9; 6; 6; 2; 0,TB 16 99(6); TB 80 6o(4); TB 10 26(4); TB 12 2(4); TB 25 0(-1),TB 16,0.0,UNR,TB 66,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(11:31) (Shotgun) R.Fitzpatrick pass incomplete short left to F.Martino. PENALTY on TB-R.Jensen, Unnecessary Roughness, 15 yards, enforced at NO 3.",2501.0,-15.0,play_type_pass,TB,TB,24.0,31.0,NO 21 > TB 10; NO 23 > TB 16,3.0,TB 16,16.0,9,Go,1.0,TRADITIONAL,TB,1.0,3.0,NO,3.0
0,3097.0,63.0,MAN,CHI 20,20.0,6.0,CHI,1.0,0.116229881105593,14:32:00,09/09/2018,2018090912.0,20:20:00,2748.0,GB,0.0,4.0,GB,SHOTGUN,8.0,C,,1,6; H5; 8; 4; 4,GB 81 6o(7); GB 88 klh5(1); GB 80 8(8); GB 18 4(4); GB 17 4(4),GB 88,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(14:32) (No Huddle, Shotgun) A.Rodgers pass short left to T.Montgomery to CHI 39 for 8 yards (P.Amukamara; D.Trevathan) [A.Lynch]. CHI-P.Amukamara was injured during the play.",2748.0,8.0,play_type_pass,GB,GB,3.0,20.0,CHI 20 > GB 81,4.0,GB 81,81.0,6,Hitch/Curl,0.0,TRADITIONAL,CHI,1.0,47.0,CHI,10.0
1,971.0,,MAN,DET 28,28.0,6.0,DET,1.0,0.328382790373005,,09/10/2018,2018091000.0,19:10:00,2303.0,DET,1.0,,NYJ,EMPTY,0.0,I,,1b,9; 2; 3; 9; 6,NYJ 29 9; NYJ 81 2(2); NYJ 83 3(7); NYJ 85 9o; NYJ 89 6(8),NYJ 81,0.0,DPI,DET 24,"3 DL, 3 LB, 5 DB","1 RB, 3 TE, 1 WR","(11:50) (Shotgun) S.Darnold pass incomplete short middle to Q.Enunwa (N.Lawson). PENALTY on DET-N.Lawson, Defensive Pass Interference, 5 yards, enforced at NYJ 47 - No Play.",2303.0,5.0,play_type_unknown,NYJ,NYJ,,,DET 24 > NYJ 81; DET 28 > NYJ 85; DET 40 > NYJ 83,3.0,NYJ 85,85.0,9,Go,0.0,,NYJ,1.0,47.0,NYJ,10.0
1,3103.0,85.0,MAN,CHI 37,37.0,6.0,CHI,2.0,-1.8322784360960098,01:32:00,09/09/2018,2018090912.0,20:20:00,2602.0,GB,0.0,4.0,GB,SHOTGUN,0.0,I,,1,4; 4; H4; 9; 8,GB 17 4i(3); GB 80 4i(10); GB 88 h21(0); GB 18 39(4); GB 81 8(14),,0.0,ING,GB 12,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(1:32) (No Huddle, Shotgun) A.Rodgers pass incomplete short left. PENALTY on GB-A.Rodgers, Intentional Grounding, 10 yards, enforced at GB 25.",2602.0,-10.0,play_type_pass,GB,GB,3.0,20.0,CHI 20 > GB 17; CHI 37 > GB 18,3.0,GB 18,18.0,9,Go,0.0,TRADITIONAL,CHI,1.0,25.0,GB,4.0
0,1924.0,27.0,MAN,NE 23,23.0,7.0,NE,3.0,-0.9711710356442879,10:01:00,09/09/2018,2018090905.0,13:00:00,2600.0,NE,0.0,4.0,HST,SHOTGUN,0.0,I,,1,4; 9; X; H4; 9,HST 12 64(3); HST 88 99; HST 10 xo(14); HST 26 h21(2); HST 84 39(17),HST 84,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 2 TE, 2 WR",(10:01) (Shotgun) D.Watson pass incomplete deep right to R.Griffin [A.Clayborn].,2600.0,0.0,play_type_pass,HOU,HOU,21.0,6.0,NE 23 > HST 84; NE 24 > HST 10; NE 25 > HST 12,3.0,HST 84,84.0,9,Go,1.0,TRADITIONAL,HOU,1.0,17.0,NE,5.0
0,1919.0,79.0,MAN,NE 25,25.0,5.0,NE,3.0,-1.6912860797243703,10:32:00,09/09/2018,2018090905.0,13:00:00,337.0,NE,0.0,4.0,HST,SHOTGUN,0.0,I,,1,3; 9; 3; 9; 8,HST 12 3(12); HST 17 9o; HST 10 3(6); HST 21 ch6s(0); HST 84 8(12),HST 84,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(10:32) (Shotgun) D.Watson pass incomplete short middle to R.Griffin.,337.0,0.0,play_type_pass,HOU,HOU,7.0,0.0,NE 25 > HST 17,1.0,HST 17,17.0,9,Go,0.0,TRADITIONAL,HOU,1.0,31.0,HOU,6.0
0,3106.0,75.0,MAN,CHI 20,20.0,6.0,CHI,1.0,-0.4827358254919071,10:13:00,09/09/2018,2018090912.0,20:20:00,1081.0,GB,0.0,4.0,GB,I_FORM,0.0,I,,1,9; 4; H4; H5; 9,GB 17 9o; GB 18 4(13); GB 88 krh46(-1); GB 84 krh5(3); GB 81 9,GB 17,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(10:13) A.Rodgers pass incomplete deep left to D.Adams.,1081.0,0.0,play_type_pass,GB,GB,0.0,10.0,CHI 20 > GB 17; CHI 23 > GB 81,2.0,GB 17,17.0,9,Go,1.0,TRADITIONAL,CHI,1.0,35.0,GB,10.0
1,1916.0,96.0,MAN,CLV 21,21.0,7.0,CLV,3.0,1.37204354692126,03:56:00,09/09/2018,2018090901.0,13:00:00,4020.0,CLE,0.0,4.0,PIT,SHOTGUN,3.0,C,,1b,X; -; -; 3; 9,PIT 11 xo(8); PIT 30 kl; PIT 81 k; PIT 84 1; PIT 19 9z,PIT 84,0.0,,,"4 DL, 3 LB, 4 DB","1 RB, 1 TE, 3 WR",(3:56) (Shotgun) B.Roethlisberger pass short right to A.Brown to PIT 17 for 3 yards (T.Mitchell).,4020.0,3.0,play_type_pass,PIT,PIT,14.0,21.0,CLV 20 > PIT 11; CLV 21 > PIT 19,4.0,PIT 19,19.0,9,Go,0.0,TRADITIONAL,PIT,1.0,14.0,PIT,1.0
0,3104.0,81.0,MAN,CHI 20,20.0,5.0,CHI,3.0,-1.3032381116983502,13:31:00,09/09/2018,2018090912.0,20:20:00,919.0,GB,0.0,5.0,GB,SHOTGUN,5.0,C,,1,6; 4; 4; -; 6,GB 81 6o(11); GB 80 4i(12); GB 18 4(3); GB 30 kr; GB 17 6o(8),GB 18,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR","(13:31) (Shotgun) A.Rodgers pass short middle to R.Cobb to GB 34 for 5 yards (B.Callahan, L.Floyd).",919.0,5.0,play_type_pass,GB,GB,0.0,10.0,CHI 20 > GB 81; CHI 23 > GB 17; CHI 31 > GB 80,2.0,GB 81,81.0,6,Hitch/Curl,0.0,TRADITIONAL,CHI,1.0,29.0,GB,6.0
0,3105.0,31.0,MAN,GB 20,20.0,5.0,GB,2.0,-0.592063344091347,12:08:00,09/09/2018,2018090912.0,20:20:00,983.0,GB,0.0,4.0,CHI,EMPTY,3.0,C,,1,9; 3; 3; 3; 9,CHI 11 9; CHI 18 3(4); CHI 12 36(4); CHI 80 3(5); CHI 29 9o,CHI 12,0.0,,,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR",(12:08) (Shotgun) M.Trubisky pass short left to A.Robinson II to CHI 24 for 3 yards (K.Brice).,983.0,3.0,play_type_pass,CHI,CHI,0.0,10.0,GB 20 > CHI 29,2.0,CHI 29,29.0,9,Go,0.0,TRADITIONAL,CHI,1.0,21.0,CHI,4.0
1,3104.0,81.0,MAN,CHI 23,23.0,5.0,CHI,3.0,-1.3032381116983502,13:31:00,09/09/2018,2018090912.0,20:20:00,919.0,GB,0.0,5.0,GB,SHOTGUN,5.0,C,,1,6; 4; 4; -; 6,GB 81 6o(11); GB 80 4i(12); GB 18 4(3); GB 30 kr; GB 17 6o(8),GB 18,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR","(13:31) (Shotgun) A.Rodgers pass short middle to R.Cobb to GB 34 for 5 yards (B.Callahan, L.Floyd).",919.0,5.0,play_type_pass,GB,GB,0.0,10.0,CHI 20 > GB 81; CHI 23 > GB 17; CHI 31 > GB 80,2.0,GB 17,17.0,6,Hitch/Curl,0.0,TRADITIONAL,CHI,1.0,29.0,GB,6.0
0,3201.0,53.0,MAN,CHI 20,20.0,6.0,CHI,2.0,1.17329768316376,15:00:00,09/09/2018,2018090912.0,20:20:00,2724.0,GB,0.0,4.0,GB,SHOTGUN,10.0,C,,1,9; 3; 6; H2; 2,GB 81 9o; GB 17 3(3); GB 18 6(4); GB 88 h2(-7); GB 80 2(4),GB 18,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(15:00) (Shotgun) A.Rodgers pass short middle to R.Cobb to CHI 47 for 10 yards (N.Kwiatkoski).,2724.0,10.0,play_type_pass,GB,GB,3.0,20.0,CHI 20 > GB 81; CHI 23 > GB 80,4.0,GB 81,81.0,9,Go,0.0,TRADITIONAL,CHI,1.0,43.0,GB,9.0
0,1889.0,72.0,MAN,CLV 21,21.0,6.0,CLV,1.0,-0.16856858940154398,00:52:00,09/09/2018,2018090901.0,13:00:00,5347.0,CLE,0.0,4.0,PIT,SHOTGUN,0.0,I,CLV 23,1D,9; 8; 8; -; 9,PIT 13 9; PIT 19 8s(10); PIT 81 8(9); PIT 30 kl; PIT 84 9o,PIT 19,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(:52) (No Huddle, Shotgun) B.Roethlisberger pass incomplete deep left to J.Smith-Schuster (D.Randall). CLV-D.Randall was injured during the play. His return is Doubtful.",5347.0,0.0,play_type_pass,PIT,PIT,21.0,21.0,CLV 21 > PIT 84; CLV 23 > PIT 19,5.0,PIT 84,84.0,9,Go,0.0,TRADITIONAL,PIT,1.0,38.0,PIT,10.0
0,1180.0,43.0,MAN,DAL 31,31.0,6.0,DAL,3.0,-1.5172630449254998,05:55:00,09/09/2018,2018090910.0,16:25:00,1426.0,CAR,0.0,5.0,CAR,SHOTGUN,0.0,I,,1b,9; 9; H7; 9; 9,CAR 17 9; CAR 11 9; CAR 22 klh76(4); CAR 13 9s; CAR 80 9,CAR 17,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(5:55) (Shotgun) C.Newton pass incomplete deep left to D.Funchess.,1426.0,0.0,play_type_pass,CAR,CAR,7.0,0.0,DAL 31 > CAR 17,2.0,CAR 17,17.0,9,Go,1.0,TRADITIONAL,DAL,1.0,33.0,CAR,7.0
1,1179.0,83.0,MAN,DAL 31,31.0,6.0,DAL,3.0,1.01229065425861,10:52:00,09/09/2018,2018090910.0,16:25:00,1131.0,CAR,0.0,4.0,CAR,SHOTGUN,5.0,C,,1,9; -; 3; 4; 6,CAR 17 9o; CAR 22 kl; CAR 13 3(1); CAR 80 46(3); CAR 11 6(5),CAR 13,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(10:52) (Shotgun) C.Newton pass short right to J.Wright to DAL 22 for 5 yards (A.Brown).,1131.0,5.0,play_type_pass,CAR,CAR,0.0,0.0,DAL 24 > CAR 11; DAL 31 > CAR 17,2.0,CAR 17,17.0,9,Go,0.0,TRADITIONAL,DAL,1.0,27.0,DAL,2.0
0,3239.0,86.0,MAN,NO 20,20.0,7.0,NO,1.0,1.4046837513868897,02:43:00,09/09/2018,2018090906.0,13:00:00,776.0,NO,0.0,6.0,TB,SINGLEBACK,21.0,C,,1b,9; 3; -; 3; 9,TB 12 9; TB 10 3(3); TB 25 kr; TB 84 3(5); TB 13 9b(11),TB 13,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(2:43) R.Fitzpatrick pass deep right to M.Evans to NO 3 for 21 yards (M.Lattimore) [T.Davison]. Pass 17, YAC 4",776.0,21.0,play_type_pass,TB,TB,10.0,7.0,NO 20 > TB 12; NO 21 > TB 10; NO 23 > TB 13,1.0,TB 12,12.0,9,Go,0.0,TRADITIONAL,TB,1.0,24.0,NO,10.0
1,3238.0,30.0,MAN,TB 33,33.0,6.0,TB,1.0,0.0530449409774565,06:37:00,09/09/2018,2018090906.0,13:00:00,2868.0,NO,0.0,5.0,NO,SHOTGUN,7.0,C,,1b,7; H5; X; 6; 9,NO 82 7(8); NO 41 h31(1); NO 19 xo(15); NO 13 26(5); NO 80 9o,NO 41,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(6:37) (Shotgun) D.Brees pass short left to A.Kamara pushed ob at NO 27 for 7 yards (R.Smith). Pass 1, YAC 6",2868.0,7.0,play_type_pass,NO,NO,24.0,34.0,TB 28 > NO 13; TB 33 > NO 80,3.0,NO 80,80.0,9,Go,0.0,TRADITIONAL,TB,1.0,20.0,NO,15.0
0,3238.0,30.0,MAN,TB 28,28.0,6.0,TB,1.0,0.0530449409774565,06:37:00,09/09/2018,2018090906.0,13:00:00,2868.0,NO,0.0,5.0,NO,SHOTGUN,7.0,C,,1b,7; H5; X; 6; 9,NO 82 7(8); NO 41 h31(1); NO 19 xo(15); NO 13 26(5); NO 80 9o,NO 41,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(6:37) (Shotgun) D.Brees pass short left to A.Kamara pushed ob at NO 27 for 7 yards (R.Smith). Pass 1, YAC 6",2868.0,7.0,play_type_pass,NO,NO,24.0,34.0,TB 28 > NO 13; TB 33 > NO 80,3.0,NO 13,13.0,6,Hitch/Curl,0.0,TRADITIONAL,TB,1.0,20.0,NO,15.0
0,1179.0,83.0,MAN,DAL 24,24.0,6.0,DAL,3.0,1.01229065425861,10:52:00,09/09/2018,2018090910.0,16:25:00,1131.0,CAR,0.0,4.0,CAR,SHOTGUN,5.0,C,,1,9; -; 3; 4; 6,CAR 17 9o; CAR 22 kl; CAR 13 3(1); CAR 80 46(3); CAR 11 6(5),CAR 13,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(10:52) (Shotgun) C.Newton pass short right to J.Wright to DAL 22 for 5 yards (A.Brown).,1131.0,5.0,play_type_pass,CAR,CAR,0.0,0.0,DAL 24 > CAR 11; DAL 31 > CAR 17,2.0,CAR 11,11.0,6,Hitch/Curl,0.0,TRADITIONAL,DAL,1.0,27.0,DAL,2.0
0,1178.0,63.0,MAN,DAL 24,24.0,6.0,DAL,3.0,-1.7239669973838099,14:13:00,09/09/2018,2018090910.0,16:25:00,923.0,CAR,0.0,6.0,CAR,SHOTGUN,0.0,I,DAL 30,1b,4; 4; -; 3; 9,CAR 11 4(18); CAR 80 4(12); CAR 22 kl; CAR 13 21(4); CAR 17 9o,CAR 13,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(14:13) (Shotgun) C.Newton pass incomplete short right to J.Wright (A.Brown) [S.Lee].,923.0,0.0,play_type_pass,CAR,CAR,0.0,0.0,DAL 24 > CAR 17; DAL 31 > CAR 11,2.0,CAR 17,17.0,9,Go,0.0,TRADITIONAL,DAL,1.0,47.0,DAL,10.0
2,3239.0,86.0,MAN,NO 23,23.0,7.0,NO,1.0,1.4046837513868897,02:43:00,09/09/2018,2018090906.0,13:00:00,776.0,NO,0.0,6.0,TB,SINGLEBACK,21.0,C,,1b,9; 3; -; 3; 9,TB 12 9; TB 10 3(3); TB 25 kr; TB 84 3(5); TB 13 9b(11),TB 13,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(2:43) R.Fitzpatrick pass deep right to M.Evans to NO 3 for 21 yards (M.Lattimore) [T.Davison]. Pass 17, YAC 4",776.0,21.0,play_type_pass,TB,TB,10.0,7.0,NO 20 > TB 12; NO 21 > TB 10; NO 23 > TB 13,1.0,TB 13,13.0,9,Go,1.0,TRADITIONAL,TB,1.0,24.0,NO,10.0
0,3095.0,13.0,MAN,NO 21,21.0,7.0,NO,3.0,-2.16442995100955,11:31:00,09/09/2018,2018090906.0,13:00:00,2501.0,NO,0.0,6.0,TB,EMPTY,0.0,I,,0b,9; 6; 6; 2; 0,TB 16 99(6); TB 80 6o(4); TB 10 26(4); TB 12 2(4); TB 25 0(-1),TB 16,0.0,UNR,TB 66,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(11:31) (Shotgun) R.Fitzpatrick pass incomplete short left to F.Martino. PENALTY on TB-R.Jensen, Unnecessary Roughness, 15 yards, enforced at NO 3.",2501.0,-15.0,play_type_pass,TB,TB,24.0,31.0,NO 21 > TB 10; NO 23 > TB 16,3.0,TB 10,10.0,6,Hitch/Curl,0.0,TRADITIONAL,TB,1.0,3.0,NO,3.0
0,1183.0,79.0,MAN,DAL 24,24.0,5.0,DAL,2.0,0.539678024955729,00:42:00,09/09/2018,2018090910.0,16:25:00,1876.0,CAR,0.0,4.0,CAR,SHOTGUN,14.0,C,,1,X; H1; X; 9; 9,CAR 80 xd(1); CAR 22 h1(-8); CAR 17 xo(15); CAR 13 9s; CAR 11 9y,CAR 22,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(:42) (No Huddle, Shotgun) C.Newton pass short left to C.McCaffrey ran ob at DAL 17 for 14 yards (B.Jones).",1876.0,14.0,play_type_pass,CAR,CAR,7.0,0.0,DAL 24 > CAR 11; DAL 30 > CAR 13; DAL 54 > CAR 80,2.0,CAR 11,11.0,9,Go,0.0,TRADITIONAL,DAL,1.0,31.0,DAL,17.0
0,3094.0,,MAN,NO 20,20.0,,NO,3.0,-0.000288415453211677,,09/09/2018,2018090906.0,13:00:00,1188.0,NO,0.0,,TB,,0.0,I,,B,6; 4; H3; 3; X,TB 12 26(10); TB 84 4(5); TB 32 h3(-4); TB 10 3(5); TB 13 xd(2),TB 10,0.0,DH;OPI,NO 21;TB 10,,,"(11:30) (Shotgun) R.Fitzpatrick pass incomplete short right to A.Humphries. Penalty on NO-P.Robinson, Defensive Holding, offsetting, enforced at NO 15 - No Play. Penalty on TB-A.Humphries, Offensive Pass Interference, offsetting.",1188.0,0.0,play_type_unknown,TB,TB,,,NO 20 > TB 12; NO 21 > TB 10; NO 23 > TB 13,2.0,TB 12,12.0,6,Hitch/Curl,0.0,,TB,1.0,15.0,NO,7.0
2,3092.0,82.0,MAN,TB 33,33.0,7.0,TB,1.0,2.9843432540408,15:00:00,09/09/2018,2018090906.0,13:00:00,967.0,NO,0.0,5.0,NO,SHOTGUN,28.0,C,,1b,4; H5; 6; 9; 9,NO 13 4(8); NO 41 ch5(3); NO 82 c6(2); NO 19 39(10); NO 80 9si,NO 19,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(15:00) (Shotgun) D.Brees pass deep right to T.Ginn for 28 yards, TOUCHDOWN. Pass 28, YAC 0",967.0,28.0,play_type_pass,NO,NO,10.0,14.0,TB 28 > NO 19; TB 29 > NO 13; TB 33 > NO 80,2.0,NO 80,80.0,9,Go,0.0,TRADITIONAL,TB,1.0,28.0,TB,10.0
1,1183.0,79.0,MAN,DAL 30,30.0,5.0,DAL,2.0,0.539678024955729,00:42:00,09/09/2018,2018090910.0,16:25:00,1876.0,CAR,0.0,4.0,CAR,SHOTGUN,14.0,C,,1,X; H1; X; 9; 9,CAR 80 xd(1); CAR 22 h1(-8); CAR 17 xo(15); CAR 13 9s; CAR 11 9y,CAR 22,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(:42) (No Huddle, Shotgun) C.Newton pass short left to C.McCaffrey ran ob at DAL 17 for 14 yards (B.Jones).",1876.0,14.0,play_type_pass,CAR,CAR,7.0,0.0,DAL 24 > CAR 11; DAL 30 > CAR 13; DAL 54 > CAR 80,2.0,CAR 13,13.0,9,Go,0.0,TRADITIONAL,DAL,1.0,31.0,DAL,17.0
0,3092.0,82.0,MAN,TB 28,28.0,7.0,TB,1.0,2.9843432540408,15:00:00,09/09/2018,2018090906.0,13:00:00,967.0,NO,0.0,5.0,NO,SHOTGUN,28.0,C,,1b,4; H5; 6; 9; 9,NO 13 4(8); NO 41 ch5(3); NO 82 c6(2); NO 19 39(10); NO 80 9si,NO 19,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(15:00) (Shotgun) D.Brees pass deep right to T.Ginn for 28 yards, TOUCHDOWN. Pass 28, YAC 0",967.0,28.0,play_type_pass,NO,NO,10.0,14.0,TB 28 > NO 19; TB 29 > NO 13; TB 33 > NO 80,2.0,NO 19,19.0,9,Go,1.0,TRADITIONAL,TB,1.0,28.0,TB,10.0
0,2916.0,35.0,MAN,JAX 21,21.0,7.0,JAX,3.0,-1.6292661831090098,03:43:00,09/09/2018,2018090907.0,13:00:00,2686.0,NYG,0.0,7.0,NYG,SHOTGUN,0.0,I,,1b,X; X; 3; -; 9,NYG 13 xd(1); NYG 87 xo(7); NYG 88 k1; NYG 28 kr; NYG 12 9i,,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:43) (Shotgun) E.Manning pass incomplete short right to O.Beckham [M.Jackson].,2686.0,0.0,play_type_pass,NYG,NYG,9.0,13.0,JAX 21 > NYG 12; JAX 25 > NYG 87,3.0,NYG 12,12.0,9,Go,0.0,TRADITIONAL,JAX,1.0,25.0,NYG,10.0
1,3200.0,71.0,MAN,CHI 31,31.0,7.0,CHI,2.0,3.94663681887247,14:06:00,09/09/2018,2018090912.0,20:20:00,2775.0,GB,0.0,4.0,GB,SHOTGUN,39.0,C,,1,9; H5; 8; 8; 9,GB 17 9; GB 88 klh56(0); GB 80 8(7); GB 18 8s(9); GB 81 9o,GB 81,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(14:06) (Shotgun) A.Rodgers pass deep right to G.Allison for 39 yards, TOUCHDOWN.",2775.0,39.0,play_type_pass,GB,GB,3.0,20.0,CHI 23 > GB 81; CHI 31 > GB 17; CHI 37 > GB 18,4.0,GB 17,17.0,9,Go,0.0,TRADITIONAL,CHI,1.0,39.0,CHI,2.0
0,3200.0,71.0,MAN,CHI 23,23.0,7.0,CHI,2.0,3.94663681887247,14:06:00,09/09/2018,2018090912.0,20:20:00,2775.0,GB,0.0,4.0,GB,SHOTGUN,39.0,C,,1,9; H5; 8; 8; 9,GB 17 9; GB 88 klh56(0); GB 80 8(7); GB 18 8s(9); GB 81 9o,GB 81,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(14:06) (Shotgun) A.Rodgers pass deep right to G.Allison for 39 yards, TOUCHDOWN.",2775.0,39.0,play_type_pass,GB,GB,3.0,20.0,CHI 23 > GB 81; CHI 31 > GB 17; CHI 37 > GB 18,4.0,GB 81,81.0,9,Go,1.0,TRADITIONAL,CHI,1.0,39.0,CHI,2.0
0,1058.0,45.0,MAN,NYJ 22,22.0,6.0,NYJ,3.0,-1.32684169629054,06:49:00,09/10/2018,2018091000.0,19:10:00,3654.0,DET,0.0,6.0,DET,SHOTGUN,0.0,I,,1b,5; 4; H7; 9; 6,DET 12 5o(16); DET 13 4(4); DET 25 ch72(-1); DET 84 9s; DET 19 6(7),DET 19,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(6:49) (No Huddle, Shotgun) M.Cassel pass incomplete short right to K.Golladay.",3654.0,0.0,play_type_pass,DET,DET,17.0,48.0,NYJ 22 > DET 19; NYJ 27 > DET 12,4.0,DET 19,19.0,6,Hitch/Curl,1.0,TRADITIONAL,NYJ,1.0,35.0,NYJ,1.0
1,1058.0,45.0,MAN,NYJ 27,27.0,6.0,NYJ,3.0,-1.32684169629054,06:49:00,09/10/2018,2018091000.0,19:10:00,3654.0,DET,0.0,6.0,DET,SHOTGUN,0.0,I,,1b,5; 4; H7; 9; 6,DET 12 5o(16); DET 13 4(4); DET 25 ch72(-1); DET 84 9s; DET 19 6(7),DET 19,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(6:49) (No Huddle, Shotgun) M.Cassel pass incomplete short right to K.Golladay.",3654.0,0.0,play_type_pass,DET,DET,17.0,48.0,NYJ 22 > DET 19; NYJ 27 > DET 12,4.0,DET 12,12.0,5,Comeback,0.0,TRADITIONAL,NYJ,1.0,35.0,NYJ,1.0
1,1418.0,77.0,MAN,OAK 27,27.0,6.0,OAK,3.0,-1.70252927908631,08:52:00,09/10/2018,2018091001.0,22:20:00,362.0,OAK,0.0,5.0,LA,SHOTGUN,0.0,I,OAK 22,1b,6; 9; 3; -; 6,LA 89 6(8); LA 17 68s(9); LA 18 3i(5); LA 30 kr; LA 12 6o(5),LA 12,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(8:52) (Shotgun) J.Goff pass incomplete short right to B.Cooks (R.Melvin).,362.0,0.0,play_type_pass,LA,LA,7.0,0.0,OAK 22 > LA 12; OAK 27 > LA 89; OAK 29 > LA 18,1.0,LA 89,89.0,6,Hitch/Curl,0.0,TRADITIONAL,LA,1.0,33.0,LA,2.0
0,1419.0,50.0,MAN,LA 21,21.0,6.0,LA,2.0,-0.9150183846089621,02:31:00,09/10/2018,2018091001.0,22:20:00,792.0,OAK,0.0,6.0,OAK,SHOTGUN,0.0,I,LA 43,1b,6; 9; 6; -; 6,OAK 82 6(7); OAK 89 9y; OAK 10 6(5); OAK 24 kr; OAK 87 6o(7),OAK 87,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:31) (Shotgun) D.Carr pass incomplete short right to J.Cook (J.Johnson).,792.0,0.0,play_type_pass,OAK,OAK,7.0,7.0,LA 21 > OAK 89; LA 22 > OAK 82; LA 43 > OAK 87,1.0,OAK 89,89.0,9,Go,0.0,TRADITIONAL,LA,1.0,40.0,OAK,7.0
2,1419.0,50.0,MAN,LA 43,43.0,6.0,LA,2.0,-0.9150183846089621,02:31:00,09/10/2018,2018091001.0,22:20:00,792.0,OAK,0.0,6.0,OAK,SHOTGUN,0.0,I,LA 43,1b,6; 9; 6; -; 6,OAK 82 6(7); OAK 89 9y; OAK 10 6(5); OAK 24 kr; OAK 87 6o(7),OAK 87,1.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:31) (Shotgun) D.Carr pass incomplete short right to J.Cook (J.Johnson).,792.0,0.0,play_type_pass,OAK,OAK,7.0,7.0,LA 21 > OAK 89; LA 22 > OAK 82; LA 43 > OAK 87,1.0,OAK 87,87.0,6,Hitch/Curl,1.0,TRADITIONAL,LA,1.0,40.0,OAK,7.0
